v1,v2
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
ham,I got your back! Do you have any dislikes in bed?
ham,R u over scratching it?
ham,Good Morning plz call me sir
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
ham,U attend ur driving lesson how many times a wk n which day?
ham,Just seeing your missed call my dear brother. Do have a gr8 day.
ham,No prob. I will send to your email.
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
ham,She went to attend another two rounds today..but still did't reach home..
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a Ã¥Â£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity 
ham,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.
ham,i am going to bed now prin
ham,Some are lasting as much as 2 hours. You might get lucky.
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
ham,How are you doing. How's the queen. Are you going for the royal wedding
ham,No calls..messages..missed calls
ham,I'm home. Doc gave me pain meds says everything is fine.
ham,ok. I am a gentleman and will treat you with dignity and respect.
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
ham,Bugis oso near wat... 
ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.
ham,I think u have the wrong number.
ham,"Aight, we'll head out in a few"
spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or Ã¥Â£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
ham,Lol great now im getting hungry.
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
ham,Hi dis is yijue i would be happy to work wif Ã_ all for gek1510...
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
ham,K..k..i'm also fine:)when will you complete the course?
ham,I wil be there with in  &lt;#&gt;  minutes. Got any space
spam,You have won a guaranteed Ã¥Â£200 award or even Ã¥Â£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow"
ham,You all ready for * big day tomorrow?
ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8"
spam,Congratulations YOU'VE Won. You're a Winner in our August Ã¥Â£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
ham,"Aight, I'll text you when I'm back"
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
ham,ÃÃ mean it's confirmed... I tot they juz say oni... Ok then... 
ham,ITS A LAPTOP TAKE IT WITH YOU.
ham, and  picking them up from various points
ham,* Will have two more cartons off u and is very pleased with shelves
ham,"Sorry,  in meeting I'll call you later"
ham,did u get that message
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype
ham,Yunny... I'm goin to be late
ham,What not under standing.
ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
ham,Why are u up so early?
ham,Hey... Very inconvenient for your sis a not huh?
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls Ã¥Â£1/minMobsmoreLKPOBOX177HP51FL
ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?
ham,have got * few things to do. may be in * pub later.
ham,Not getting anywhere with this damn job hunting over here!
ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd
ham,Yes. Nigh you cant aha.
ham,Wife.how she knew the time of murder exactly
ham,I dont know exactly could you ask chechi.
ham,Y Ã_ wan to go there? C doctor?
ham,IÂÃÃ·ll have a look at the frying pan in case itÂÃÃ·s cheap or a book perhaps. No thatÂÃÃ·s silly a frying pan isnÂÃÃ·t likely to be a book
ham,Its sarcasm.. .nt scarcasim
ham,No da if you run that it activate the full version da.
ham,Where are you?when wil you reach here?
ham,Haiyoh... Maybe your hamster was jealous of million
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
ham,If you r @ home then come down within 5 min
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
ham,Is ur lecture over?
ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
ham,Ok. How many should i buy.
spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x CallsÃ¥Â£1/minMobsmoreLKPOBOX177HP51FL
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost."
ham,I wanna watch that movie
spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah"
ham,Im done. Just studyn in library
ham,Sindu got job in birla soft ..
ham,Dear got bus directly to calicut
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.
ham,Well boy am I glad G wasted all night at applebees for nothing
ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
ham,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born"
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY Ã¥Â£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
spam,"Ur balance is now Ã¥Â£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
ham,"Sorry, I'll call later"
ham,"Sorry pa, i dont knw who ru pa?"
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon
ham,"Sorry, I'll call later"
ham,Speaking of does he have any cash yet?
ham,I was just callin to say hi. Take care bruv!
ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/
ham,Well then you have a great weekend!
ham,No current and food here. I am alone also
ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ã_ cut ur hair. 
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
ham,No. On the way home. So if not for the long dry spell the season would have been over
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
ham,I just saw ron burgundy captaining a party boat so yeah
ham,Got c... I lazy to type... I forgot Ã_ in lect... I saw a pouch but like not v nice...
ham,Dear how you. Are you ok?
ham,Then why you not responding
ham,"Goodmorning, today i am late for 1hr."
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
ham,WOT U WANNA DO THEN MISSY?
spam,Urgent Ur Ã¥Â£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 Ã¥Â£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF
ham,;-) ok. I feel like john lennon.
ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?"
ham,Just wait till end of march when el nino gets himself. Oh.
ham,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn"""
ham,"Sorry, I'll call later"
ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.
ham,No break time one... How... I come out n get my stuff fr Ã_?
ham,Re your call; You didn't see my facebook huh?
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; 
spam,Marvel Mobile Play the official Ultimate Spider-man game (Ã¥Â£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
ham,Thanks chikku..:-) gud nyt:-*
ham,I will come tomorrow di
ham,"Sorry, I'll call later in meeting"
ham,Oh did you charge camera
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)"
ham,So Ã_'ll be submitting da project tmr rite?
ham,"Princess, is your kitty shaved or natural?"
ham,Text her. If she doesnt reply let me know so i can have her log in
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
ham,"2 celebrate my bÃ¥Ãday, y else?"
ham,Hope youÃ¥Ãre not having too much fun without me!! see u tomorrow love jess x
ham,7 lor... Change 2 suntec... Wat time u coming?
ham,In the end she might still vomit but its okay. Not everything will come out.
ham,Like a personal sized or what
ham,Aight do you still want to get money
ham,Can u look 4 me in da lib i got stuff havent finish yet.
ham,Hows the street where the end of library walk is?
ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
ham,"Did you say bold, then torch later. Or one torch and 2bold?"
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
ham,Oic... I saw him too but i tot he din c me... I found a group liao...
spam,U are subscribed to the best Mobile Content Service in the UK for Ã¥Â£3 per ten days until you send STOP to 83435. Helpline 08706091795.
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
ham,S....s...india going to draw the series after many years in south african soil..
spam,"URGENT!: Your Mobile No. was awarded a Ã¥Â£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
ham,Pls i wont belive god.not only jesus.
ham,Excellent! Are you ready to moan and scream in ecstasy?
ham,"Probably gonna be here for a while, see you later tonight &lt;)"
ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8
ham,Where do you need to go to get it?
ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
ham,"Coffee cake, i guess..."
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
ham,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
ham,I have printed it oh. So  &lt;#&gt;  come upstairs
spam,SMS. ac sun0819 posts HELLO:\You seem cool
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
ham,That's a shame! Maybe cld meet for few hrs tomo?
ham,Ok u can take me shopping when u get paid =D
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
ham,I dont want to hear philosophy. Just say what happen
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
ham,When you guys planning on coming over?
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
ham,Thats cool. How was your day?
ham,Yep then is fine 7.30 or 8.30 for ice age.
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
ham,I'm always looking for an excuse to be in the city.
ham,I cant pick the phone right now. Pls send a message
ham,Dear how you. Are you ok?
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
ham,What is the plural of the noun research?
ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
ham,Why you Dint come with us.
ham,Chk in ur belovd ms dict
ham,U still havent got urself a jacket ah?
ham,Mm yes dear look how i am hugging you both. :-P
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
ham,How. Its a little difficult but its a simple way to enter this place
ham,Can Ã_ send me a copy of da report?
ham,Ard 515 like dat. Y?
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,How come?
ham,"Yeah I am, so I'll leave maybe 7ish?"
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send"
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. ÃÃ got a lot of work ar?
ham,Dunno y u ask me.
ham,How dare you change my ring
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + Ã¥Â£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
ham,Hey so whats the plan this sat? 
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke 
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:)
ham,"Awesome, think we can get an 8th at usf some time tonight?"
ham,I'm okay. Chasing the dream. What's good. What are you doing next.
ham,"If we hit it off, you can move in with me :)"
ham,Ok lor wat time Ã_ finish?
ham,Ugh just got outta class
ham,"Aight, lemme know what's up"
ham,"Goodmorning,my grandfather expired..so am on leave today."
ham,Is that what time you want me to come?
ham,Didn't you get hep b immunisation in nigeria.
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,Ok.
ham,"Its ok, if anybody asks abt me, u tel them..:-P"
ham,I want to be inside you every night...
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
ham,You also didnt get na hi hi hi hi hi
ham,Ok thanx...
ham,Mm that time you dont like fun
ham,WHAT TIME U WRKIN?
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
ham,Why she wants to talk to me
ham,"aight we can pick some up, you open before tonight?"
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
ham,"Yo, the game almost over? Want to go to walmart soon"
ham,"Sorry, I can't help you on this."
ham,Hmmm.still we dont have opener?
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
ham,She's good. How are you. Where r u working now
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
ham,ÃÃ no home work to do meh... 
ham,Yep then is fine 7.30 or 8.30 for ice age.
ham,Hi:)cts employee how are you?
ham,Probably gonna swing by in a wee bit
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
ham,"I'm not sure, I was just checking out what was happening around the area"
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
ham,Dont think so. It turns off like randomlly within 5min of opening
ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
ham,No plans yet. What are you doing ?
ham,Studying. But i.ll be free next weekend.
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
ham,Ok i'm coming home now.
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
ham,Pls speak with me. I wont ask anything other then you friendship.
ham,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march ÂÃ_ ish!
ham,K.k:)advance happy pongal.
ham,You will be in the place of that man
ham,I wonder if you'll get this text?
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY Ã¥Â£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
ham,Dun need to use dial up juz open da browser n surf...
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,"He will, you guys close?"
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
ham,Long time. You remember me today.
ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
ham,Nope i'll come online now..
ham,I'm on da bus going home...
ham,"I'd say that's a good sign but, well, you know my track record at reading women"
spam,U are subscribed to the best Mobile Content Service in the UK for Ã¥Â£3 per 10 days until you send STOP to 82324. Helpline 08706091795
ham,No screaming means shouting..
ham,I can send you a pic if you like :)
ham,Depends on where u going lor.
ham,R u meeting da ge at nite tmr?
ham,"Aight, we'll head out in a few"
ham,Actually i'm waiting for 2 weeks when they start putting ad.
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
ham,S:-)kallis wont play in first two odi:-)
ham,"Just sent you an email ÂÃÃ to an address with incomm in it, is that right?"
ham,Its a great day. Do have yourself a beautiful one.
ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
ham,I just lov this line: \Hurt me with the truth
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
ham,Mm so you asked me not to call radio
ham,Oh my God. I'm almost home
ham,What time is ur flight tmr?
ham,I tot u reach liao. He said t-shirt.
ham,Just wanted to say holy shit you guys weren't kidding about this bud
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
ham,Nah im goin 2 the wrks with j wot bout u?
ham,I was just callin to say hi. Take care bruv!
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
ham,ÃÃ no home work to do meh... 
ham,"Since when, which side, any fever, any vomitin."
ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
ham,Uhhhhrmm isnt having tb test bad when youre sick
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
